Computer Name;PowerShell (Daily Backup Check) BackupStatus;PowerShell (Daily Backup Check) FileAge;PowerShell (Daily Backup Check) FileName;PowerShell (Daily Backup Check) ModifiedTime
VM85025HOST2;Stale;4569.7;PULSEBOS85052-2025-06-15-04-16-41.zip;15/06/2025 5:07:21 PG
